seed,ky,kx,radius,pole_margin,exact_margin,error_growth,final_error
0,-2,4,4.47213595499958,-0.08131536674933122,-0.07710628438351075,0.06042970033252924,0.039273038506507874
0,-2,5,5.385164807134504,-0.11437808618658228,-0.11180411235609042,0.09734326916582435,0.0659223273396492
0,-1,0,1.0,-0.010081879650614044,-0.003855314219175528,0.04553681121152986,0.03923262655735016
0,-1,1,1.4142135623730951,-0.012628577927856481,-0.0077106284383510445,0.05599288274260112,0.02872404456138611
0,-1,2,2.23606797749979,-0.023686740826715454,-0.019276571095877625,0.027709090709686173,0.043913599103689194
0,-1,3,3.1622776601683795,-0.04233196341520871,-0.038553142191755325,0.07156213802449833,0.04812517762184143
0,-1,4,4.123105625617661,-0.06944934728765143,-0.06554034172598407,0.06340214294545785,0.05822554975748062
0,-1,5,5.0990195135927845,-0.104593492538926,-0.10023816969856372,0.0928888117565825,0.059551894664764404
0,0,0,0.0,-0.005145811201665947,-1.1102230246251565e-16,0.00804933379678156,0.04942785203456879
0,0,1,1.0,-0.007889813697469997,-0.003855314219175528,0.06894842140814825,0.06654807180166245
0,0,2,2.0,-0.01993595087404532,-0.015421256876702224,0.05404866793576403,0.0453215129673481
0,0,3,3.0,-0.03859547410739717,-0.03469782797257986,0.060918517673716824,0.05522443726658821
0,0,4,4.0,-0.06493780752401432,-0.06168502750680854,0.07090291135451364,0.05192508175969124
0,0,5,5.0,-0.09970305410297081,-0.09638285547938827,0.12352546523599062,0.09222100675106049
0,0,6,6.0,-0.14075256989197155,-0.13879131189031926,0.1423383055364382,0.14023487269878387
0,1,0,1.0,-0.010078802188503837,-0.003855314219175528,0.04553681121152986,0.03923262655735016
0,1,1,1.4142135623730951,-0.011660251431781959,-0.0077106284383510445,0.04755671795676719,0.05251530930399895
0,1,2,2.23606797749979,-0.023334255097109534,-0.019276571095877625,0.05554890387198494,0.03991987556219101
0,1,3,3.1622776601683795,-0.04225206419223241,-0.038553142191755325,0.10853607233832845,0.07046656310558319
0,1,4,4.123105625617661,-0.06937959248979471,-0.06554034172598407,0.12541004103772763,0.06918206810951233
0,1,5,5.0990195135927845,-0.10397917231864594,-0.10023816969856372,0.07136985449229964,0.06957270950078964
0,2,0,2.0,-0.019853198844030164,-0.015421256876702224,0.052859204656937483,0.04465986415743828
0,2,1,2.23606797749979,-0.023744762023254724,-0.019276571095877625,0.044259526449091244,0.06950206309556961
0,2,2,2.8284271247461903,-0.035474805841841345,-0.030842513753404247,0.0647796129479127,0.05385972559452057
0,2,3,3.605551275463989,-0.054445206988398304,-0.05011908484928189,0.08448506137903987,0.08772454410791397
0,2,4,4.47213595499958,-0.08201199152268038,-0.07710628438351075,0.12891688066370335,0.11273858696222305
0,2,5,5.385164807134504,-0.1161389317212328,-0.11180411235609042,0.10370263246928946,0.05014455318450928
0,3,0,3.0,-0.03832734745235579,-0.03469782797257986,0.06637806611902561,0.05430576577782631
0,3,1,3.1622776601683795,-0.04277850275020688,-0.038553142191755325,0.08086778065737553,0.04036864638328552
0,3,2,3.605551275463989,-0.05408299799551014,-0.05011908484928189,0.0923283643582287,0.06247998774051666
0,3,3,4.242640687119285,-0.07283103354234105,-0.0693956559451595,0.096842760548872,0.05189770832657814
0,3,4,5.0,-0.09925782914218897,-0.09638285547938827,0.08194506939719699,0.0964142233133316
